번호,지역,시군구,지원센터단위,지원센터구분,지원센터명,센터전화번호,주소,상세주소,기타유의사항
377,충북,충청북도 청주시 청원구,기초,푸드뱅크,청원기초푸드뱅크,043-218-1377,충청북도 청주시 청원구 내수읍 내수로 737,,
378,충북,충청북도 청주시 상당구,기초,푸드뱅크,청주시구세군기초푸드뱅크,043-254-1377,충청북도 청주시 상당구 쇠내로145번길 15, A동 2층 202호(금천동  금천뉴타운아파트상가) ,
379,충북,충청북도 청주시 상당구,기초,푸드뱅크,청주시드림기초푸드뱅크,043-218-7991,충청북도 청주시 청원구 상리로17번길 27-40, (율량동),
380,충북,충청북도 청주시 흥덕구,기초,푸드뱅크,청주시사랑나눔기초푸드뱅크,043-266-1377,충청북도 청주시 흥덕구 강서로71번길 20-3, (강서동),
381,충북,충청북도 청주시 상당구,기초,푸드마켓,청주시푸드마켓,043-222-9171,충북 청주시 상당구 서문동 ,198-3,
382,충북,충청북도 청주시 상당구,기초,푸드뱅크,청주시흥덕푸드뱅크,043-267-1377,충북 청주시 흥덕구 운천동,1486,
383,충북,충청북도 청주시 상당구,기초,푸드뱅크,청주제일기초푸드뱅크,043-256-3816,충청북도 청주시 상당구 상당로13번길 15(남문로1가),청주제일교회,
384,광주,광주광역시 광산구,기초,푸드뱅크,청지기푸드뱅크,062-941-8209,광주광역시 광산구 송도로 143 ,(도산동  대덕1차아파트)상가1층,
385,강원,강원도 춘천시,기초,푸드뱅크,춘천시푸드뱅크,033-262-3494,강원 춘천시 중앙로 104-1,3층  춘천시사회복지협의회,
386,충남,충청남도 천안시,기초,푸드뱅크,충남가톨릭농수산물지원센터,041-582-1388,충청남도 천안시 서북구 천안대로 1347 천안농산물도매시장(신당,청과물동 2층,
387,충북,충청북도 충주시,기초,푸드마켓,충주시푸드마켓,043-855-3011,충청북도 충주시 사직산21길 34, (문화동) 복합복지관 지하1층,
388,충북,충청북도 충주시,기초,푸드뱅크,충주시푸드뱅크,043-855-3000,충청북도 충주시 주공길 7, (연수동),
389,경북,경상북도 칠곡군,기초,푸드뱅크,칠곡군푸드뱅크,054-979-5129,경상북도 칠곡군 왜관읍 관문로1길 32,,
390,강원,강원도 태백시,기초,푸드뱅크,태백푸드뱅크,033-553-8155,강원도 태백시 태백로 398-8(화전동),태백지역자활센터,
391,충남,충청남도 태안군,기초,푸드뱅크,태안군푸드뱅크,041-675-1379,충청남도 태안군 태안읍 시장5길 20,1층,
392,경남,경상남도 통영시,기초,푸드마켓,통영나누미푸드마켓,055-646-1377,경남 통영시 무전동,984번지 내 27호(국제상가아파트 1층 27호),
393,경남,경상남도 통영시,기초,푸드뱅크,통영푸드뱅크,055-646-1377,경남 통영시 무전동 ,984번지 국제상가아파트27호,
394,경기,경기도 파주시,기초,푸드뱅크,파주시사랑나눔푸드뱅크,031-949-1377,경기도 파주시 파주읍 봉서산로 138,(봉서리),
395,경기,경기도 파주시,기초,푸드뱅크,파주시희망나눔푸드뱅크,031-945-3054,경기도 파주시 교하로 914,아이리스 빌딩 301호(문발동),
396,경기,경기도 파주시,기초,푸드마켓,파주시희망푸드마켓,031-949-2215,경기도 파주시 교하로 914 ,(문발동)아이리스빌딩107호,
397,경기,경기도 수원시 권선구,기초,푸드뱅크,팔도푸드뱅크,031-221-9004,경기도 수원시 권선구 새터로47번길 88, (세류동),
398,강원,강원도 평창군,기초,푸드뱅크,평창군푸드뱅크,033-334-0117,강원 평창군 평창읍 ,종부로 61 2층 평창군사회복지협의회,
399,경기,경기도 평택시,기초,푸드뱅크,평택시송탄기초푸드뱅크,031-662-2677,경기도 평택시 탄현1로 160,  B102호(신장동),
400,경기,경기도 평택시,기초,푸드마켓,평택시푸드마켓1호점,031-618-1877,경기도 평택시 원평로28번길 34,(군문동),
401,경기,경기도 평택시,기초,푸드마켓,평택푸드마켓2호점,031-664-1377,경기도 평택시 탄현1로 160,(신장동) B102호,
402,경기,경기도 평택시,기초,푸드뱅크,평택푸드뱅크,031-618-1877,경기도 평택시 원평로28번길 34,(군문동),
403,경기,경기도 포천시,기초,푸드뱅크,포천푸드뱅크,031-535-1376,경기도 포천시 신북면 중앙로207번길 23,(가채리),
404,경북,경상북도 포항시 북구,기초,푸드마켓,포항시푸드마켓,054-231-1377,경상북도 포항시 북구 장량로61번길 5-1,(장성동),
405,경북,경상북도 포항시 북구,기초,푸드뱅크,포항우리푸드뱅크,054-255-1377,경상북도 포항시 북구 중앙로298번길 3-1, (상원동),
406,경기,경기도 하남시,기초,푸드뱅크,하남시푸드뱅크,031-793-6920,경기도 하남시 덕풍로81번길 18,1  2층(덕풍동),
407,경남,경상남도 하동군,기초,푸드뱅크,하동군푸드뱅크,055-884-6955,경남 하동군 하동읍,청년회관길 13,
408,대전,대전광역시 서구,기초,푸드뱅크,한밭사랑푸드뱅크,042-535-0191,대전광역시 서구 변동로 91, (변동) 1층 2호,
409,경남,경상남도 함안군,기초,푸드뱅크,함안군푸드뱅크,055-580-2495,경상남도 함안군 가야읍 말산로 1,,
410,경남,경상남도 함양군,기초,푸드뱅크,함양군푸드뱅크,055-962-2071,경상남도 함양군 함양읍 월명길 12,,
411,전남,전라남도 함평군,기초,푸드뱅크,함평기초푸드뱅크,061-324-2331,전라남도 함평군 함평읍 함장로 1071,,
412,전남,전라남도 함평군,기초,푸드뱅크,함평희망나눔기초푸드뱅크,061-324-1881,전라남도 함평군 함평읍 송정길 49-5,,
413,경남,경상남도 합천군,기초,푸드뱅크,합천군푸드뱅크,055-931-2370,경상남도 합천군 합천읍 중앙로 33-2,,
414,전남,전라남도 해남군,기초,푸드뱅크,해남푸드뱅크,061-535-1377,전라남도 해남군 서림길 5( 구교리),해남푸드뱅크,
415,부산,부산광역시 해운대구,기초,푸드뱅크,해운대기초푸드뱅크,051-782-5005,부산 해운대구 재송1동,100-9,
416,부산,부산광역시 해운대구,기초,푸드마켓,해운대푸드마켓,051-781-1373,부산광역시 해운대구 재반로 79(재송동),2층 푸드마켓,
417,전남,전라남도 여수시,기초,푸드마켓,햇살나눔식품지원가게(마켓)2호점,061-642-1477,전라남도 여수시 신기북4길 11-1,(신기동),
418,전남,전라남도 무안군,기초,푸드마켓,햇살나눔푸드마켓(전남)1호점,061-283-1477,전라남도 무안군 삼향읍 오룡3길 22,1층(전라남도회관)  전라남도사회복지협의회,
419,광주,광주광역시 북구,기초,푸드뱅크,행복나눔기초푸드뱅크,062-525-1691,광주광역시 북구 당뫼로 12,(중흥동),
420,광주,광주광역시 북구,기초,푸드마켓,행복나눔푸드마켓북구점,062-264-1377,광주광역시 북구 서하로 232(오치동),969-1,
421,광주,광주광역시 서구,기초,푸드마켓,행복나눔푸드마켓서구점,062-374-1377,광주광역시 서구 염화로 119(화정동),행복나눔푸드마켓서구점,
422,대구,대구광역시 서구,기초,푸드마켓,행복마당 푸드마켓,053-262-1377,대구광역시 서구 국채보상로 399,B동 (비산동),
423,충남,충청남도 보령시,기초,푸드마켓,행복보령푸드마켓,041-931-8502,충청남도 보령시 원동1길 95, (대천동) 보령복지센터 1층,
424,충남,충청남도 보령시,기초,푸드뱅크,행복보령푸드뱅크,041-931-8502,충청남도 보령시 원동1길 95, (동대동) 보령복지센터 1층,
425,대구,대구광역시 중구,기초,푸드마켓,행복한중구푸드마켓,053-256-1377,대구 중구 남산4동 ,남산로 29-1,
426,충남,충청남도 홍성군,기초,푸드마켓,홍성군푸드마켓뱅크,041-634-7377,충청남도 홍성군 홍성읍 홍성천길 114,1층,
427,강원,강원도 홍천군,기초,푸드뱅크,홍천군기초푸드뱅크,033-433-8587,강원도 홍천군 홍천읍 너브내길 121,,
428,경기,경기도 화성시,기초,푸드마켓,화성시나래울푸드마켓,031-8015-7400,경기도 화성시 여울로2길 33, (능동),
429,경기,경기도 화성시,기초,푸드마켓,화성시행복나눔푸드마켓,031-8059-1677,경기도 화성시 향남읍 행정서로3길 50,(행정리),
430,경기,경기도 화성시,기초,푸드뱅크,화성시행복나눔푸드뱅크,031-8059-1677,경기도 화성시 향남읍 행정서로3길 50,(행정리),
431,경기,경기도 화성시,기초,푸드뱅크,화성여럿이함께푸드뱅크,031-613-1907,경기도 화성시 남여울3길 9-10, (능동),
432,경기,경기도 화성시,기초,푸드뱅크,화성은혜푸드뱅크,031-8003-6004,경기도 화성시 동탄하나3길 7-5,(능동),
433,전남,전라남도 화순군,기초,푸드뱅크,화순군푸드뱅크,061-371-1377,전남 화순군 춘양면 학포로 1303-1,소향원,
434,강원,강원도 화천군,기초,푸드뱅크,화천푸드뱅크,033-442-1992,강원도 화천군 하남면 춘화로 3341,2층 화천군사회복지협의회,
435,강원,강원도 횡성군,기초,푸드뱅크,횡성군기초푸드뱅크,033-342-1104,강원특별자치도 횡성군 횡성읍 어수로 46,,
436,경북,경상북도 포항시 북구,기초,푸드뱅크,흥해제일기초푸드뱅크,054-261-7525,경상북도 포항시 북구 흥해읍 한동로 43,,
437,광주,광주광역시 남구,기초,푸드뱅크,희망기초푸드뱅크,062-653-9313,광주광역시 남구 진다리로31번길 13, (백운동),
438,경기,경기도 용인시 기흥구,기초,푸드뱅크,희망나눔푸드뱅크,031-333-4646,경기도 용인시 기흥구 중부대로 242,오토허브C동 B101호(영덕동),
439,경기,경기도 성남시 수정구,기초,푸드뱅크,희망등대푸드뱅크,031-754-0011,경기도 성남시 수정구 위례순환로 17,(창곡동  위례31단지) 3109동 에듀센터 1층,
440,경기,경기도 고양시 일산동구,기초,푸드마켓,흰돌푸드뱅크마켓센터,031-902-1377,경기도 고양시 일산동구 호수로446번길 55, (백석동),
